,Times,Durations
0,7.1668,7.2
1,22.1736,7.2
2,37.1668,7.2
3,52.16799999999999,7.220000000000001
4,67.16799999999999,7.2
5,82.16799999999999,7.2
6,97.16799999999999,7.2063999999999995
7,112.168,7.2
