,K,Degree,Delta,F1,SS,Weights
873,4,13,0.125,[0.505 0.422 0.365 0.468],0.319546293188547,[0.44037546 0.1979551  0.21576513 0.14590431]
874,4,13,0.25,[0.504 0.456 0.404 0.504],0.13810536588721506,[0.44866922 0.205277   0.16781939 0.17823439]
875,4,13,0.5,[0.45  0.579 0.411 0.44 ],-0.019010593397049486,[0.28871855 0.30310843 0.23017783 0.17799519]
876,4,13,1.0,[0.396 0.517 0.496 0.471],-0.02685097136648187,[0.31627316 0.29375247 0.22684435 0.16313002]
877,4,13,2.0,[0.366 0.206 0.152 0.574],-0.2076080091681365,[0.03730347 0.00390408 0.00636381 0.95242864]
878,4,13,4.0,[0.46  0.278 0.104 0.591],-0.20996930420999826,[0.02800007 0.00453333 0.0056     0.9618666 ]
879,4,13,8.0,[0.154 0.179 0.081 0.579],0.4273845096006345,[0.0024     0.00293333 0.00506667 0.9896    ]
880,4,14,0.0625,[0.407 0.545 0.314 0.289],0.3566668617319201,[0.28072067 0.42401319 0.16136827 0.13389788]
881,4,14,0.125,[0.43  0.429 0.368 0.482],0.2325459019452494,[0.3870808  0.20083996 0.24176122 0.17031802]
882,4,14,0.25,[0.455 0.496 0.39  0.526],0.03415958799941093,[0.35746222 0.2088538  0.25322786 0.18045612]
883,4,14,0.5,[0.397 0.583 0.454 0.456],-0.020038403939476847,[0.30688662 0.29555183 0.2382439  0.15931766]
884,4,14,1.0,[0.431 0.508 0.475 0.474],-0.03789285824689978,[0.3713231  0.21268225 0.21121257 0.20478209]
885,4,14,2.0,[0.466 0.179 0.152 0.594],-0.21666539782340108,[0.03263146 0.00346561 0.006875   0.95702794]
886,4,14,4.0,[0.46  0.209 0.085 0.594],-0.21077758484475423,[0.02800002 0.0037333  0.004      0.96426668]
887,4,14,8.0,[0.212 0.235 0.139 0.514],0.4286873525816465,[0.00266667 0.00373333 0.00426667 0.98933333]
888,4,15,0.0625,[0.446 0.496 0.34  0.356],0.08729941556477627,[0.34637378 0.36655114 0.15674584 0.13032924]
889,4,15,0.125,[0.468 0.4   0.42  0.486],0.2557305866991208,[0.37962595 0.20068662 0.23810597 0.18158147]
890,4,15,0.25,[0.482 0.496 0.368 0.561],-0.011440808945333674,[0.31378665 0.23146827 0.29803055 0.15671453]
891,4,15,0.5,[0.45  0.47  0.404 0.475],-0.020581465777532254,[0.24512729 0.32454445 0.28823833 0.14208994]
892,4,15,1.0,[0.404 0.466 0.517 0.517],-0.0031147989883177954,[0.41186896 0.15710061 0.22337548 0.20765496]
893,4,15,2.0,[0.47  0.182 0.081 0.601],-0.20373111230160756,[0.03186601 0.0032     0.00533303 0.95960096]
894,4,15,4.0,[0.46  0.229 0.088 0.575],-0.199407920388223,[0.0282667  0.00426578 0.0032     0.96426752]
895,4,15,8.0,[0.187 0.154 0.467 0.575],-0.1488115847570517,[0.00213333 0.00266667 0.03065844 0.96454156]
896,4,16,0.0625,[0.504 0.425 0.354 0.408],0.3945606312840612,[0.39467445 0.22265207 0.17962978 0.2030437 ]
897,4,16,0.125,[0.459 0.414 0.4   0.481],0.22099083783583062,[0.37379323 0.21684479 0.236567   0.17279499]
898,4,16,0.25,[0.389 0.508 0.435 0.544],-0.015133942286697802,[0.30629943 0.20724351 0.30779268 0.17866437]
899,4,16,0.5,[0.407 0.525 0.483 0.576],-0.022396963948802112,[0.27996177 0.29378808 0.26805582 0.15819433]
900,4,16,1.0,[0.411 0.517 0.417 0.517],-0.01595353592179452,[0.32148106 0.17726591 0.16578004 0.33547299]
901,4,16,2.0,[0.47  0.282 0.104 0.563],-0.20400269208363533,[0.03083718 0.0045332  0.00613056 0.95849905]
902,4,16,4.0,[0.464 0.176 0.116 0.581],-0.21991001939756727,[0.02773333 0.00346654 0.00346667 0.96533346]
903,4,16,8.0,[0.187 0.261 0.141 0.5  ],0.4334478352542622,[0.00213333 0.00373333 0.004      0.99013333]
904,4,17,0.0625,[0.491 0.46  0.393 0.364],0.007330115597510509,[0.32387244 0.31568085 0.22496881 0.1354779 ]
905,4,17,0.125,[0.464 0.435 0.4   0.463],0.20225155612069826,[0.37849102 0.22004038 0.24140352 0.16006508]
906,4,17,0.25,[0.429 0.505 0.397 0.527],-0.00854390127150795,[0.23265029 0.24626588 0.32516963 0.1959142 ]
907,4,17,0.5,[0.411 0.504 0.471 0.531],-0.02368338774590885,[0.23352148 0.28386847 0.30395533 0.17865472]
908,4,17,1.0,[0.375 0.47  0.432 0.521],-0.02083091354954277,[0.32882509 0.14126069 0.222988   0.30692621]
909,4,17,2.0,[0.456 0.254 0.189 0.57 ],-0.2138564981825985,[0.02943514 0.00426607 0.00490537 0.96139343]
910,4,17,4.0,[0.215 0.149 0.431 0.566],-0.16787966167047227,[0.0024     0.0032     0.02998404 0.96441596]
911,4,17,8.0,[0.19  0.282 0.113 0.5  ],0.4357546467639586,[0.00186667 0.00426667 0.004      0.98986667]
912,4,18,0.0625,[0.547 0.444 0.333 0.317],0.36511266975764534,[0.3816505  0.25023395 0.21454044 0.15357512]
913,4,18,0.125,[0.444 0.404 0.426 0.491],0.1477676190566058,[0.34647095 0.22447602 0.26082741 0.16822562]
914,4,18,0.25,[0.403 0.47  0.407 0.444],-0.016053495222439255,[0.34314227 0.22045421 0.24543728 0.19096624]
915,4,18,0.5,[0.444 0.478 0.504 0.456],-0.014492312718960124,[0.32267092 0.19927416 0.34076487 0.13729005]
916,4,18,1.0,[0.386 0.486 0.439 0.512],-0.026656116492089595,[0.35416189 0.12182611 0.22621199 0.29780002]
917,4,18,2.0,[0.47  0.286 0.127 0.611],-0.20654358087098876,[0.02936373 0.00426667 0.00666561 0.95970399]
918,4,18,4.0,[0.19  0.282 0.167 0.595],-0.08880635969280726,[0.00186667 0.00426667 0.0334982  0.96036846]
919,4,18,8.0,[0.215 0.282 0.211 0.457],0.4186313814822809,[0.0024     0.00453333 0.00533333 0.98773333]
920,4,19,0.0625,[0.525 0.45  0.339 0.408],0.37325912352135954,[0.39240842 0.26259478 0.18417815 0.16081866]
921,4,19,0.125,[0.474 0.432 0.403 0.467],0.12678030295114473,[0.34850483 0.21000017 0.25582554 0.18566946]
922,4,19,0.25,[0.365 0.496 0.462 0.509],-0.013181031997378127,[0.30496729 0.20922186 0.28438076 0.20143009]
923,4,19,0.5,[0.389 0.504 0.458 0.436],0.02812705177945521,[0.18092893 0.42142065 0.27867272 0.11897771]
924,4,19,1.0,[0.442 0.462 0.475 0.492],-0.023207293892950225,[0.34247526 0.11345032 0.26839951 0.27567491]
925,4,19,2.0,[0.474 0.212 0.107 0.603],-0.2094273064032444,[0.02884871 0.0032     0.00559997 0.96235131]
926,4,19,4.0,[0.242 0.239 0.085 0.517],0.41936205163761253,[0.00266667 0.0032     0.00426667 0.98986667]
927,4,19,8.0,[0.242 0.239 0.083 0.521],0.4277147056656558,[0.00266667 0.00346667 0.00479996 0.98906671]
928,4,20,0.0625,[0.531 0.456 0.37  0.385],0.10990036508738267,[0.31778402 0.34066714 0.18988958 0.15165926]
929,4,20,0.125,[0.411 0.456 0.407 0.486],0.08857180251686489,[0.33374717 0.24314422 0.2605065  0.16260211]
930,4,20,0.25,[0.362 0.456 0.441 0.514],-0.020693431154262282,[0.32954552 0.21338511 0.24987382 0.20719555]
931,4,20,0.5,[0.452 0.455 0.444 0.521],0.01479614001471935,[0.29270293 0.1992802  0.38163847 0.1263784 ]
932,4,20,1.0,[0.333 0.468 0.431 0.592],-0.04052883482687608,[0.28516626 0.01408265 0.15117588 0.54957521]
933,4,20,2.0,[0.478 0.265 0.13  0.599],-0.2163770074615501,[0.02844541 0.00346667 0.00640011 0.96168781]
934,4,20,4.0,[0.242 0.235 0.111 0.514],0.42674735187211243,[0.00266667 0.0034648  0.0048     0.98906853]
935,4,20,8.0,[0.561 0.421 0.439 0.466],0.012042336314505435,[0.09860577 0.27339721 0.14696488 0.48103215]
936,4,21,0.0625,[0.531 0.429 0.333 0.4  ],0.34352694239483655,[0.36553194 0.26612769 0.20019466 0.16814571]
937,4,21,0.125,[0.473 0.5   0.433 0.467],0.04279583687474542,[0.32044448 0.25384808 0.26627755 0.15942989]
938,4,21,0.25,[0.357 0.483 0.417 0.527],-0.01916300455476179,[0.26433203 0.26763515 0.29550966 0.17252315]
939,4,21,0.5,[0.441 0.407 0.444 0.525],0.0055223791517619815,[0.2689752  0.20867049 0.39276845 0.12958586]
940,4,21,1.0,[0.375 0.486 0.321 0.56 ],-0.07424760061691422,[0.17150902 0.06293248 0.0192349  0.7463236 ]
941,4,21,2.0,[0.491 0.265 0.158 0.589],-0.2045413355927176,[0.02851123 0.00373318 0.00586656 0.96188903]
942,4,21,4.0,[0.25  0.286 0.156 0.471],0.4079752991028327,[0.00213333 0.004      0.00613333 0.98773334]
943,4,21,8.0,[0.242 0.282 0.158 0.482],0.40634277639654054,[0.00266667 0.00426666 0.00586667 0.9872    ]
944,4,22,0.0625,[0.505 0.47  0.389 0.404],0.2950238427913072,[0.35475907 0.27915056 0.2021404  0.16394996]
945,4,22,0.125,[0.483 0.448 0.414 0.427],-0.00922127358202605,[0.29134116 0.24228103 0.29124857 0.17512925]
946,4,22,0.25,[0.389 0.46  0.4   0.549],-0.018524878871864752,[0.2588735  0.2925368  0.28477263 0.16381706]
947,4,22,0.5,[0.349 0.466 0.525 0.487],-0.023461440402746614,[0.19157976 0.32956556 0.35175038 0.1271043 ]
948,4,22,1.0,[0.429 0.229 0.407 0.508],-0.0705780928468852,[0.12786717 0.00399976 0.07970502 0.78842804]
949,4,22,2.0,[0.478 0.265 0.135 0.595],-0.21246239370121645,[0.02851509 0.00373312 0.00533332 0.96241846]
950,4,22,4.0,[0.25  0.235 0.085 0.514],0.4262383431987775,[0.00213333 0.00346652 0.00453333 0.98986681]
951,4,22,8.0,[0.242 0.179 0.158 0.521],0.4072717179716977,[0.00266667 0.00346667 0.00586667 0.988     ]
952,4,23,0.0625,[0.518 0.436 0.364 0.381],0.3089145598320898,[0.34725126 0.28544103 0.21713845 0.15016925]
953,4,23,0.125,[0.442 0.432 0.386 0.481],0.0013731044049830326,[0.31147309 0.25345786 0.28170851 0.15336054]
954,4,23,0.25,[0.383 0.553 0.383 0.539],-0.014733278235925353,[0.2841181  0.261016   0.27937021 0.17549569]
955,4,23,0.5,[0.431 0.446 0.467 0.517],-0.028115386595873582,[0.24589399 0.24535523 0.38566488 0.1230859 ]
956,4,23,1.0,[0.429 0.179 0.429 0.459],-0.0956922258103921,[0.10284187 0.00346665 0.07043406 0.82325742]
957,4,23,2.0,[0.478 0.185 0.16  0.599],-0.21268835831259889,[0.02840623 0.00293333 0.00559495 0.96306549]
958,4,23,4.0,[0.25  0.185 0.137 0.507],0.4120029449899123,[0.00213333 0.00293333 0.0048     0.99013333]
959,4,23,8.0,[0.222 0.185 0.164 0.503],0.4204333416239363,[0.00186667 0.00266667 0.0048     0.99066667]
960,4,24,0.0625,[0.486 0.544 0.355 0.416],0.07944018894201553,[0.30512535 0.3385845  0.1915259  0.16476425]
961,4,24,0.125,[0.509 0.504 0.389 0.447],0.06770880396801042,[0.33067635 0.25568269 0.23873493 0.17490603]
962,4,24,0.25,[0.421 0.504 0.393 0.495],-0.011534698661126084,[0.25032164 0.24826798 0.29925872 0.20215167]
963,4,24,0.5,[0.444 0.433 0.454 0.541],-0.010693199590227248,[0.25090894 0.24394573 0.3954587  0.10968663]
964,4,24,1.0,[0.522 0.206 0.372 0.538],-0.0360465218362619,[0.30100822 0.00375305 0.16885447 0.52638426]
965,4,24,2.0,[0.46  0.212 0.13  0.599],-0.2259685319493666,[0.02831889 0.00319991 0.00613191 0.96234929]
966,4,24,4.0,[0.19  0.185 0.164 0.53 ],0.41192070173271883,[0.00186667 0.00293333 0.0048     0.9904    ]
967,4,24,8.0,[0.194 0.265 0.139 0.5  ],0.4130025631557568,[0.0016     0.00346667 0.00453333 0.9904    ]
968,4,25,0.0625,[0.478 0.468 0.367 0.444],0.11186780669175764,[0.29311907 0.34940477 0.20353818 0.15393797]
969,4,25,0.125,[0.474 0.564 0.411 0.367],-0.008352098218454876,[0.28608038 0.30660798 0.22623107 0.18108057]
970,4,25,0.25,[0.431 0.467 0.41  0.518],-0.007602208009966309,[0.24358123 0.24212481 0.32353296 0.190761  ]
971,4,25,0.5,[0.39  0.452 0.466 0.576],-0.016963322860245603,[0.22616932 0.31409405 0.2986099  0.16112673]
972,4,25,1.0,[0.532 0.235 0.389 0.504],-0.10560911892717838,[0.41424853 0.00346667 0.0803509  0.5019339 ]
973,4,25,2.0,[0.464 0.267 0.141 0.583],-0.20971300583680397,[0.02832949 0.00558787 0.00426667 0.96181597]
974,4,25,4.0,[0.194 0.156 0.139 0.539],0.3966274648782122,[0.0016     0.00266667 0.00453332 0.99120001]
975,4,25,8.0,[0.222 0.156 0.114 0.536],0.42337850743053934,[0.00186667 0.00266667 0.004      0.99146667]
976,4,26,0.0625,[0.496 0.547 0.357 0.438],0.0785410052361924,[0.2996422  0.33727017 0.19855306 0.16453458]
977,4,26,0.125,[0.446 0.5   0.389 0.37 ],-0.011780197978765446,[0.28178959 0.300523   0.23277716 0.18491025]
978,4,26,0.25,[0.431 0.459 0.389 0.518],-0.010010167568551186,[0.23548358 0.24987684 0.32464906 0.18999052]
979,4,26,0.5,[0.437 0.454 0.452 0.509],-0.022687289280966503,[0.23312728 0.29289707 0.33927709 0.13469857]
980,4,26,1.0,[0.425 0.463 0.336 0.541],-0.01190749024483834,[0.27537453 0.11497883 0.24821644 0.3614302 ]
981,4,26,2.0,[0.464 0.185 0.139 0.591],-0.2101303778449199,[0.02829775 0.00293333 0.00453333 0.96423558]
982,4,26,4.0,[0.194 0.212 0.139 0.52 ],0.40794033314543704,[0.0016     0.00293333 0.00453333 0.99093333]
983,4,26,8.0,[0.222 0.156 0.139 0.53 ],0.4133733494069614,[0.00186667 0.0024     0.00453333 0.9912    ]
984,4,27,0.0625,[0.509 0.553 0.345 0.404],0.02123386823890076,[0.30827365 0.3196911  0.20539208 0.16664316]
985,4,27,0.125,[0.456 0.569 0.372 0.342],-0.0014324359368909668,[0.27821324 0.31183214 0.23198033 0.17797429]
986,4,27,0.25,[0.455 0.552 0.376 0.483],-0.011488429109587894,[0.2424934  0.30834582 0.27481646 0.17434432]
987,4,27,0.5,[0.452 0.421 0.45  0.513],-0.019505765616354354,[0.20999898 0.2364258  0.40173402 0.1518412 ]
988,4,27,1.0,[0.466 0.483 0.39  0.475],-0.006990851786725348,[0.2602406  0.16735843 0.25347391 0.31892706]
989,4,27,2.0,[0.435 0.504 0.417 0.528],0.0202425431546367,[0.24263829 0.15765855 0.15045513 0.44924803]
990,4,27,4.0,[0.194 0.156 0.118 0.538],0.424222453790898,[0.0016     0.0024     0.00346667 0.99253333]
991,4,27,8.0,[0.219 0.156 0.086 0.553],0.42583229254866056,[0.00213333 0.00266667 0.004      0.99120001]
992,4,28,0.0625,[0.486 0.538 0.357 0.434],0.0907592874675852,[0.29674158 0.32840865 0.20490797 0.1699418 ]
993,4,28,0.125,[0.432 0.504 0.375 0.442],-0.005892601644995491,[0.25730332 0.29993084 0.26562079 0.17714505]
994,4,28,0.25,[0.462 0.547 0.368 0.4  ],0.011389075852982445,[0.21807056 0.3474941  0.26875496 0.16568038]
995,4,28,0.5,[0.427 0.454 0.534 0.492],-0.01408959583989395,[0.27979726 0.30515067 0.23321119 0.18184087]
996,4,28,1.0,[0.496 0.459 0.367 0.471],-0.019543248985417,[0.28831973 0.05996559 0.20722945 0.44448523]
997,4,28,2.0,[0.219 0.154 0.114 0.543],0.4172382596578841,[0.00213333 0.00266662 0.004      0.99120005]
998,4,28,4.0,[0.194 0.156 0.087 0.555],0.4222779619466826,[0.0016     0.0024     0.00373333 0.99226667]
999,4,28,8.0,[0.194 0.127 0.118 0.548],0.42444703435098247,[0.0016     0.00213333 0.00346667 0.9928    ]
1000,4,29,0.0625,[0.509 0.553 0.349 0.449],0.058968235830789306,[0.29992092 0.32437179 0.20290709 0.1728002 ]
1001,4,29,0.125,[0.473 0.496 0.378 0.455],0.0168453996563754,[0.2520612  0.29338228 0.26461864 0.18993788]
1002,4,29,0.25,[0.47  0.529 0.431 0.474],0.018275154142307716,[0.20685785 0.33671988 0.26625121 0.19017105]
1003,4,29,0.5,[0.504 0.474 0.417 0.504],0.004968847935691443,[0.21839177 0.17941327 0.39764199 0.20455297]
1004,4,29,1.0,[0.346 0.212 0.031 0.547],-0.1275657378435166,[0.09990833 0.00293332 0.00240531 0.89475304]
1005,4,29,2.0,[0.194 0.156 0.09  0.548],0.430050420793565,[0.0016 0.0024 0.0032 0.9928]
1006,4,29,4.0,[0.194 0.156 0.09  0.548],0.4317071903872425,[0.0016     0.0024     0.00293333 0.99306667]
1007,4,29,8.0,[0.164 0.156 0.116 0.551],0.41737896765440796,[0.00133333 0.0024     0.00373333 0.99253333]
1008,4,30,0.0625,[0.504 0.579 0.367 0.415],0.04333056272716287,[0.30270164 0.32487078 0.20834069 0.16408689]
1009,4,30,0.125,[0.411 0.554 0.386 0.47 ],0.0007567192549410293,[0.30546063 0.27943715 0.24233171 0.17277051]
1010,4,30,0.25,[0.496 0.513 0.354 0.487],-0.01964645859607982,[0.22016247 0.29520735 0.28596183 0.19866835]
1011,4,30,0.5,[0.424 0.5   0.479 0.496],-0.018660068399866576,[0.30593235 0.28786816 0.24291953 0.16327996]
1012,4,30,1.0,[0.606 0.212 0.24  0.2  ],-0.16454078671531122,[0.94417753 0.00293333 0.04919038 0.00369876]
1013,4,30,2.0,[0.222 0.185 0.118 0.519],0.42409216841132763,[0.00186667 0.00239999 0.00346667 0.99226668]
1014,4,30,4.0,[0.164 0.156 0.09  0.557],0.4316408982000539,[0.00133333 0.00213333 0.00293333 0.9936    ]
1015,4,30,8.0,[0.222 0.156 0.09  0.538],0.43175419417193894,[0.00186667 0.0024     0.00293333 0.9928    ]
1016,4,31,0.0625,[0.486 0.579 0.378 0.415],0.07868601237457873,[0.29414977 0.32871649 0.22479809 0.15233565]
1017,4,31,0.125,[0.446 0.505 0.33  0.474],0.004027192417851843,[0.31341909 0.27060545 0.24384633 0.17212914]
1018,4,31,0.25,[0.466 0.5   0.379 0.429],-0.013794948846545101,[0.20713457 0.30814421 0.27483272 0.20988851]
1019,4,31,0.5,[0.487 0.513 0.488 0.487],-0.024681131863659615,[0.23032865 0.22963778 0.38185253 0.15818104]
1020,4,31,1.0,[0.487 0.197 0.333 0.533],-0.11749757781048364,[0.26313091 0.00495205 0.06637782 0.66553922]
1021,4,31,2.0,[0.164 0.127 0.091 0.562],0.43328332182010065,[0.00133333 0.00186667 0.00266667 0.99413333]
1022,4,31,4.0,[0.164 0.154 0.091 0.557],0.43303051606715215,[0.00133333 0.00266667 0.00266667 0.99333333]
1023,4,31,8.0,[0.222 0.125 0.091 0.548],0.43350627315202317,[0.00186667 0.00213333 0.00266667 0.99333333]
1024,4,32,0.0625,[0.5   0.513 0.36  0.453],0.07368064629519874,[0.28639476 0.32210303 0.21708394 0.17441828]
1025,4,32,0.125,[0.442 0.574 0.312 0.429],0.025194523499230348,[0.24795905 0.31511035 0.24169255 0.19523805]
1026,4,32,0.25,[0.479 0.52  0.403 0.435],0.0031844265754989816,[0.2235908  0.32673392 0.25475926 0.19491603]
1027,4,32,0.5,[0.5   0.513 0.41  0.559],-0.0011311219267438404,[0.23016171 0.18000903 0.40130663 0.18852264]
1028,4,32,1.0,[0.385 0.156 0.118 0.519],-0.1711764094910854,[0.06631673 0.0024     0.00319522 0.92808804]
1029,4,32,2.0,[0.164 0.156 0.03  0.579],0.4298826052939285,[0.00133333 0.00213333 0.00266667 0.99386667]
1030,4,32,4.0,[0.222 0.125 0.031 0.57 ],0.4306485405645252,[0.00186667 0.00213333 0.0024     0.9936    ]
1031,4,32,8.0,[0.222 0.127 0.031 0.566],0.4350878685735407,[0.00186667 0.00186667 0.0024     0.99386667]
1032,4,33,0.0625,[0.491 0.555 0.354 0.442],0.16564011820716562,[0.27062586 0.32618817 0.2365966  0.16658937]
1033,4,33,0.125,[0.414 0.525 0.345 0.411],0.016100177342675492,[0.26277153 0.29780306 0.24843585 0.19098955]
1034,4,33,0.25,[0.435 0.559 0.417 0.427],-0.012698833922759624,[0.21045213 0.32728845 0.27980011 0.1824593 ]
1035,4,33,0.5,[0.525 0.486 0.383 0.544],-0.024788652144965166,[0.22780042 0.19008488 0.41502021 0.1670945 ]
1036,4,33,1.0,[0.343 0.154 0.03  0.584],-0.1930244164363606,[0.04984142 0.00266667 0.00266664 0.94482528]
1037,4,33,2.0,[0.222 0.127 0.031 0.566],0.43074847271473427,[0.00186667 0.00186667 0.0024     0.99386667]
1038,4,33,4.0,[0.222 0.125 0.031 0.57 ],0.43085005738455456,[0.00186667 0.00213333 0.0024     0.9936    ]
1039,4,33,8.0,[0.164 0.125 0.031 0.587],0.43068062617491026,[0.00133333 0.00213333 0.0024     0.99413333]
1040,4,34,0.0625,[0.536 0.508 0.364 0.438],0.020290513358293183,[0.2763162  0.30597816 0.22543792 0.19226771]
1041,4,34,0.125,[0.446 0.549 0.321 0.44 ],0.006053649162141842,[0.25610283 0.30413535 0.23168244 0.20807939]
1042,4,34,0.25,[0.435 0.549 0.4   0.431],-0.012995698134999166,[0.20670175 0.32016877 0.28368735 0.18944212]
1043,4,34,0.5,[0.5   0.538 0.463 0.474],-0.022893011248959372,[0.25983163 0.20015135 0.38335827 0.15665875]
1044,4,34,1.0,[0.304 0.127 0.031 0.592],-0.20457772423920148,[0.04169224 0.00213333 0.0024     0.95377443]
1045,4,34,2.0,[0.164 0.156 0.031 0.571],0.4381884910567026,[0.00133333 0.00213333 0.00213333 0.9944    ]
1046,4,34,4.0,[0.194 0.127 0.031 0.575],0.4308235337489392,[0.0016     0.00186667 0.0024     0.99413333]
1047,4,34,8.0,[0.164 0.127 0.092 0.559],0.4349136016214736,[0.00133333 0.00186667 0.0024     0.9944    ]
1048,4,35,0.0625,[0.557 0.492 0.396 0.459],0.0737095528673992,[0.28458629 0.35793093 0.21934459 0.13813819]
1049,4,35,0.125,[0.425 0.557 0.339 0.466],-0.008444752089395578,[0.26114668 0.29017829 0.2442029  0.20447213]
1050,4,35,0.25,[0.407 0.574 0.403 0.393],-0.0012537429374738613,[0.23218158 0.31976536 0.25132935 0.1967237 ]
1051,4,35,0.5,[0.52  0.505 0.452 0.549],0.006183109889992037,[0.22701966 0.17352355 0.42779537 0.17166142]
1052,4,35,1.0,[0.289 0.097 0.031 0.601],-0.212941158972697,[0.03910689 0.0016     0.0024     0.95689311]
1053,4,35,2.0,[0.194 0.097 0.031 0.575],0.4307907504477896,[0.0016 0.0016 0.0024 0.9944]
1054,4,35,4.0,[0.222 0.127 0.032 0.559],0.44124647988402443,[0.00186667 0.00186667 0.00186666 0.9944    ]
1055,4,35,8.0,[0.194 0.127 0.094 0.547],0.43683137814069706,[0.0016     0.00186667 0.00213333 0.9944    ]
1056,4,36,0.0625,[0.505 0.517 0.354 0.436],0.0397553685734621,[0.28304559 0.30457781 0.23262816 0.17974843]
1057,4,36,0.125,[0.456 0.544 0.354 0.46 ],-0.004265317288063647,[0.26016197 0.30014636 0.23018084 0.20951083]
1058,4,36,0.25,[0.427 0.505 0.414 0.433],-0.015473891507612025,[0.22823755 0.29742573 0.27865459 0.19568213]
1059,4,36,0.5,[0.504 0.513 0.479 0.439],-0.015841633021356466,[0.40341465 0.16617409 0.35683054 0.07358072]
1060,4,36,1.0,[0.289 0.127 0.031 0.593],-0.2199102122095833,[0.03733428 0.00186667 0.00213306 0.95866599]
1061,4,36,2.0,[0.133 0.127 0.031 0.593],0.43063095456531914,[0.00106667 0.00186667 0.0024     0.99466667]
1062,4,36,4.0,[0.194 0.125 0.032 0.571],0.4459763840515886,[0.0016     0.00213333 0.00186667 0.9944    ]
1063,4,36,8.0,[0.194 0.129 0.032 0.564],0.4464026687029702,[0.0016     0.0016     0.00186667 0.99493333]
1064,4,37,0.0625,[0.495 0.483 0.36  0.459],0.03572684560035492,[0.27760646 0.29756236 0.23345528 0.19137589]
1065,4,37,0.125,[0.47  0.545 0.324 0.444],-0.009761427784781111,[0.25479328 0.28119779 0.25732586 0.20668308]
1066,4,37,0.25,[0.435 0.455 0.427 0.426],-0.016870982198434237,[0.23573413 0.27988361 0.2702232  0.21415907]
1067,4,37,0.5,[0.517 0.492 0.41  0.475],-0.0035728612537861697,[0.25490387 0.18318009 0.28703016 0.27488588]
1068,4,37,1.0,[0.164 0.418 0.031 0.589],-0.24595283393469503,[0.0013333  0.03287598 0.00213333 0.96365739]
1069,4,37,2.0,[0.194 0.125 0.031 0.575],0.43834334830639726,[0.0016     0.00213301 0.00213219 0.9941348 ]
1070,4,37,4.0,[0.222 0.125 0.    0.568],0.4565247644846702,[0.00186667 0.00213178 0.00133333 0.99466822]
1071,4,37,8.0,[0.222 0.097 0.    0.564],0.45864845752021915,[0.00186667 0.0016     0.00133333 0.9952    ]
1072,4,38,0.0625,[0.495 0.47  0.407 0.477],0.052250429591447316,[0.27298069 0.29891571 0.23240024 0.19570336]
1073,4,38,0.125,[0.446 0.518 0.327 0.459],-0.01901693468068995,[0.25627618 0.25302131 0.28359701 0.2071055 ]
1074,4,38,0.25,[0.439 0.385 0.435 0.479],-0.01847969469461954,[0.23994478 0.27293047 0.28994985 0.1971749 ]
1075,4,38,0.5,[0.522 0.492 0.496 0.522],-0.03876084674622443,[0.28536625 0.17133509 0.40800261 0.13529605]
1076,4,38,1.0,[0.164 0.156 0.389 0.556],-0.2510373518024195,[0.0013333  0.00213331 0.03044741 0.96608597]
1077,4,38,2.0,[0.194 0.127 0.032 0.564],0.45260299330276205,[0.0016     0.00186667 0.0016     0.99493333]
1078,4,38,4.0,[0.222 0.129 0.    0.571],0.43259091743372213,[0.00186667 0.0016     0.00213333 0.9944    ]
1079,4,38,8.0,[0.25  0.125 0.    0.559],0.4565364070988216,[0.00213333 0.00213332 0.00133333 0.99440001]
1080,4,39,0.0625,[0.5   0.474 0.4   0.473],0.06373099187452158,[0.27093305 0.30084061 0.23026854 0.1979578 ]
1081,4,39,0.125,[0.504 0.509 0.342 0.46 ],-0.006063131116698909,[0.23933482 0.25470146 0.29045651 0.21550721]
1082,4,39,0.25,[0.448 0.393 0.439 0.439],-0.014793175772163901,[0.21908723 0.28622401 0.29325696 0.20143179]
1083,4,39,0.5,[0.496 0.534 0.496 0.4  ],-0.040782787683118826,[0.37480178 0.16549503 0.37823385 0.08146934]
1084,4,39,1.0,[0.164 0.156 0.429 0.427],-0.24462406703967154,[0.00133333 0.00213333 0.02915431 0.96737903]
1085,4,39,2.0,[0.164 0.097 0.    0.6  ],0.4285052123327919,[0.00133333 0.0016     0.00266667 0.9944    ]
1086,4,39,4.0,[0.222 0.127 0.    0.579],0.4296506242399962,[0.00186667 0.00186667 0.0024     0.99386667]
1087,4,39,8.0,[0.222 0.098 0.    0.575],0.42958840074134175,[0.00186667 0.00133333 0.0024     0.9944    ]
1088,4,40,0.0625,[0.486 0.504 0.393 0.404],0.07433526812434911,[0.25613386 0.29682066 0.24962383 0.19742164]
1089,4,40,0.125,[0.526 0.504 0.342 0.464],-0.013398885916585406,[0.22994488 0.26155947 0.28894805 0.2195476 ]
1090,4,40,0.25,[0.504 0.382 0.397 0.479],-0.010215522849866373,[0.17715296 0.26713084 0.2963352  0.259381  ]
1091,4,40,0.5,[0.5   0.483 0.468 0.513],-4.229967122099415e-05,[0.35194868 0.09823558 0.40173879 0.14807696]
1092,4,40,1.0,[0.591 0.127 0.407 0.194],-0.2642751499053717,[0.96534833 0.00186667 0.02827337 0.00451163]
1093,4,40,2.0,[0.568 0.129 0.063 0.169],0.37920763976723537,[0.99226669 0.00186667 0.00186664 0.004     ]
