,K,Degree,Delta,F1,SS,Weights
0,2,4,0.0625,[0.328 0.612],0.2308648432246853,[0.58012033 0.41987967]
1,2,4,0.125,[0.339 0.605],0.2368748770620917,[0.48469755 0.51530245]
2,2,4,0.25,[0.504 0.443],0.057364675285865,[0.42819265 0.57180735]
3,2,4,0.5,[0.404 0.537],0.15664603165864519,[0.20206613 0.79793387]
4,2,4,1.0,[0.435 0.508],0.04514342324960715,[0.18433106 0.81566894]
5,2,4,2.0,[0.504 0.439],-0.045690879459878646,[0.80728222 0.19271778]
6,2,4,4.0,[0.45 0.5 ],-0.09908605400232329,[0.90492319 0.09507681]
7,2,4,8.0,[0.507 0.424],-0.17931726651415075,[0.9525194 0.0474806]
8,2,5,0.0625,[0.454 0.492],0.05949821680653607,[0.50459461 0.49540539]
9,2,5,0.125,[0.345 0.595],0.23750260535875553,[0.39697863 0.60302137]
10,2,5,0.25,[0.466 0.479],0.1239349440692715,[0.41881397 0.58118603]
11,2,5,0.5,[0.508 0.437],0.017059933595413947,[0.57581297 0.42418703]
12,2,5,1.0,[0.521 0.424],-0.0052466338231748465,[0.6252845 0.3747155]
13,2,5,2.0,[0.413 0.541],0.023087699020371492,[0.85421077 0.14578923]
14,2,5,4.0,[0.464 0.482],-0.09678965616070828,[0.90547178 0.09452822]
15,2,5,8.0,[0.583 0.279],-0.20172236531297452,[0.96310406 0.03689594]
16,2,6,0.0625,[0.407 0.538],0.46778474287860233,[0.54008096 0.45991904]
17,2,6,0.125,[0.537 0.404],0.24472672774099385,[0.57905916 0.42094084]
18,2,6,0.25,[0.571 0.36 ],0.08395160043067049,[0.64023842 0.35976158]
19,2,6,0.5,[0.491 0.455],0.0961124971878359,[0.64347141 0.35652859]
20,2,6,1.0,[0.487 0.458],0.03415319407251771,[0.70671391 0.29328609]
21,2,6,2.0,[0.404 0.537],-0.03660789671799131,[0.19454596 0.80545404]
22,2,6,4.0,[0.427 0.517],0.012517063242652261,[0.87874001 0.12125999]
23,2,6,8.0,[0.537 0.404],-0.2152928851819661,[0.97012823 0.02987177]
24,2,7,0.0625,[0.441 0.504],0.49533654191758786,[0.46621668 0.53378332]
25,2,7,0.125,[0.446 0.5  ],0.11546319040952764,[0.44730703 0.55269297]
26,2,7,0.25,[0.483 0.462],0.295397044459725,[0.75493966 0.24506034]
27,2,7,0.5,[0.475 0.471],0.0767292892514909,[0.32251631 0.67748369]
28,2,7,1.0,[0.404 0.537],0.07184391020916697,[0.21280045 0.78719955]
29,2,7,2.0,[0.533 0.41 ],-0.03127008838620252,[0.83321854 0.16678146]
30,2,7,4.0,[0.504 0.434],-0.06794113593931665,[0.94764668 0.05235332]
31,2,7,8.0,[0.553 0.386],-0.03532863291787296,[0.90477325 0.09522675]
32,2,8,0.0625,[0.479 0.467],0.013658312439024246,[0.49538662 0.50461338]
33,2,8,0.125,[0.512 0.429],0.39228876358017895,[0.78376778 0.21623222]
34,2,8,0.25,[0.431 0.512],0.2528196451538804,[0.29764594 0.70235406]
35,2,8,0.5,[0.426 0.522],0.16285916730521205,[0.22464362 0.77535638]
36,2,8,1.0,[0.441 0.504],0.08481521701699743,[0.17466343 0.82533657]
37,2,8,2.0,[0.411 0.523],-0.08772508823824722,[0.06182436 0.93817564]
38,2,8,4.0,[0.27  0.595],-0.12848211154689348,[0.03414348 0.96585652]
39,2,8,8.0,[0.464 0.48 ],0.004600919322241676,[0.5719085 0.4280915]
40,2,9,0.0625,[0.496 0.448],0.4436687063898693,[0.55807988 0.44192012]
41,2,9,0.125,[0.521 0.424],0.3855280811275103,[0.80632282 0.19367718]
42,2,9,0.25,[0.483 0.462],0.2682434255919598,[0.71183209 0.28816791]
43,2,9,0.5,[0.483 0.463],0.002199180557750158,[0.42932223 0.57067777]
44,2,9,1.0,[0.479 0.467],0.031923926494649264,[0.55276295 0.44723705]
45,2,9,2.0,[0.397 0.545],0.002831473736908428,[0.38157527 0.61842473]
46,2,9,4.0,[0.425 0.516],-0.18942152440405075,[0.02985014 0.97014986]
47,2,9,8.0,[0.425 0.516],-0.1976650472116778,[0.02879983 0.97120017]
48,2,10,0.0625,[0.5   0.444],0.3996087187228873,[0.5396669 0.4603331]
49,2,10,0.125,[0.52  0.421],0.3190623335260775,[0.55777754 0.44222246]
50,2,10,0.25,[0.55  0.393],0.3252113650636848,[0.81408059 0.18591941]
51,2,10,0.5,[0.427 0.517],0.03198331975744368,[0.57632789 0.42367211]
52,2,10,1.0,[0.475 0.471],0.01685033386564613,[0.48588998 0.51411002]
53,2,10,2.0,[0.427 0.507],-0.13967203546558357,[0.05298084 0.94701916]
54,2,10,4.0,[0.464 0.48 ],-0.21839702102519679,[0.02802134 0.97197866]
55,2,10,8.0,[0.464 0.48 ],-0.21839702102519679,[0.02799997 0.97200003]
56,2,11,0.0625,[0.561 0.362],0.4563487583388528,[0.84472619 0.15527381]
57,2,11,0.125,[0.54  0.396],0.37953062641008883,[0.79386306 0.20613694]
58,2,11,0.25,[0.496 0.45 ],0.3100084576875331,[0.73890385 0.26109615]
59,2,11,0.5,[0.482 0.464],0.04564186333347997,[0.58258144 0.41741856]
60,2,11,1.0,[0.397 0.545],-0.016662499607961595,[0.37541202 0.62458798]
61,2,11,2.0,[0.392 0.529],-0.18802742504581588,[0.04439833 0.95560167]
62,2,11,4.0,[0.45  0.492],-0.2312822490173814,[0.02773291 0.97226709]
63,2,11,8.0,[0.526 0.404],0.1344081735629576,[0.931074 0.068926]
64,2,12,0.0625,[0.528 0.411],0.42496745394558977,[0.57205355 0.42794645]
65,2,12,0.125,[0.585 0.351],0.38582163421671584,[0.80299554 0.19700446]
66,2,12,0.25,[0.525 0.42 ],0.33142958047699345,[0.80586946 0.19413054]
67,2,12,0.5,[0.484 0.46 ],0.19127760066638863,[0.81802121 0.18197879]
68,2,12,1.0,[0.354 0.581],-0.025410294019927494,[0.3495176 0.6504824]
69,2,12,2.0,[0.344 0.556],-0.20191866115941884,[0.03734386 0.96265614]
70,2,12,4.0,[0.436 0.504],-0.248515928358229,[0.02720001 0.97279999]
71,2,12,8.0,[0.493 0.442],0.34635364613266273,[0.98693438 0.01306562]
72,2,13,0.0625,[0.565 0.372],0.46474713994120104,[0.75747777 0.24252223]
73,2,13,0.125,[0.555 0.39 ],0.3551397098446159,[0.68932801 0.31067199]
74,2,13,0.25,[0.508 0.435],0.17574471599626837,[0.62786477 0.37213523]
75,2,13,0.5,[0.478 0.468],0.08000484828317372,[0.64984114 0.35015886]
76,2,13,1.0,[0.362 0.579],-0.032199279360352766,[0.32154363 0.67845637]
77,2,13,2.0,[0.308 0.575],-0.20914294495308738,[0.03446068 0.96553932]
78,2,13,4.0,[0.535 0.35 ],0.399361968420139,[0.99247454 0.00752546]
79,2,13,8.0,[0.564 0.27 ],0.41979234463086745,[0.9944 0.0056]
80,2,14,0.0625,[0.56  0.375],0.46474713994120104,[0.7596697 0.2403303]
81,2,14,0.125,[0.581 0.354],0.35424071156464976,[0.6929295 0.3070705]
82,2,14,0.25,[0.508 0.435],0.3275889539090159,[0.79694974 0.20305026]
83,2,14,0.5,[0.444 0.5  ],0.04937374082351779,[0.6106363 0.3893637]
84,2,14,1.0,[0.339 0.592],-0.03560420539760829,[0.31959528 0.68040472]
85,2,14,2.0,[0.483 0.463],-0.21249554323316927,[0.03219193 0.96780807]
86,2,14,4.0,[0.528 0.387],0.35625512123375846,[0.98960688 0.01039312]
87,2,14,8.0,[0.564 0.27 ],0.3986782435413496,[0.99413349 0.00586651]
88,2,15,0.0625,[0.565 0.372],0.46474713994120104,[0.70402113 0.29597887]
89,2,15,0.125,[0.552 0.397],0.35853392079832264,[0.69414226 0.30585774]
90,2,15,0.25,[0.492 0.452],0.1373671731935122,[0.60651106 0.39348894]
91,2,15,0.5,[0.439 0.504],0.047294989264144965,[0.59329273 0.40670727]
92,2,15,1.0,[0.33  0.607],-0.03831685149311681,[0.30692635 0.69307365]
93,2,15,2.0,[0.474 0.472],-0.22407654856643386,[0.03061951 0.96938049]
94,2,15,4.0,[0.45  0.492],-0.23052922414815155,[0.02773321 0.97226679]
95,2,15,8.0,[0.587 0.234],0.4076074735459885,[0.99360001 0.00639999]
96,2,16,0.0625,[0.456 0.488],0.003943815260486648,[0.4996086 0.5003914]
97,2,16,0.125,[0.516 0.425],0.32165587936569096,[0.61103274 0.38896726]
98,2,16,0.25,[0.463 0.483],0.1667951248761279,[0.59128405 0.40871595]
99,2,16,0.5,[0.43  0.517],0.022292627241059456,[0.56660656 0.43339344]
100,2,16,1.0,[0.348 0.59 ],-0.03941700224275605,[0.30395474 0.69604526]
101,2,16,2.0,[0.444 0.5  ],-0.23441322371159282,[0.02994488 0.97005512]
102,2,16,4.0,[0.45  0.492],-0.23052922414815155,[0.02773334 0.97226666]
103,2,16,8.0,[0.446 0.496],-0.24530400819851023,[0.02773333 0.97226667]
104,2,17,0.0625,[0.483 0.462],0.3768912616949402,[0.59486828 0.40513172]
105,2,17,0.125,[0.504 0.441],0.3045241898242165,[0.62701882 0.37298118]
106,2,17,0.25,[0.459 0.487],0.10754377052512695,[0.618016 0.381984]
107,2,17,0.5,[0.383 0.557],0.05196899609297325,[0.63127214 0.36872786]
108,2,17,1.0,[0.336 0.597],-0.04414612052493014,[0.29186729 0.70813271]
109,2,17,2.0,[0.456 0.488],-0.22802149605230784,[0.02935594 0.97064406]
110,2,17,4.0,[0.446 0.496],-0.24530400819851023,[0.02773333 0.97226667]
111,2,17,8.0,[0.446 0.496],-0.24530400819851023,[0.02773333 0.97226667]
112,2,18,0.0625,[0.543 0.389],0.42901264134665085,[0.70531427 0.29468573]
113,2,18,0.125,[0.5   0.444],0.28987571497196707,[0.61777978 0.38222022]
114,2,18,0.25,[0.467 0.479],0.08122484051330849,[0.59339921 0.40660079]
115,2,18,0.5,[0.43  0.517],0.013533384853748921,[0.54873114 0.45126886]
116,2,18,1.0,[0.365 0.574],-0.04966611881474797,[0.26851109 0.73148891]
117,2,18,2.0,[0.442 0.5  ],-0.24173086276824685,[0.02848919 0.97151081]
118,2,18,4.0,[0.446 0.496],-0.24530400819851023,[0.02773333 0.97226667]
119,2,18,8.0,[0.45  0.492],-0.24072256644678372,[0.02746667 0.97253333]
120,2,19,0.0625,[0.454 0.492],0.0019426581913257286,[0.51597184 0.48402816]
121,2,19,0.125,[0.492 0.454],0.27259636198566173,[0.60668933 0.39331067]
122,2,19,0.25,[0.467 0.479],0.09830146988652926,[0.60872924 0.39127076]
123,2,19,0.5,[0.433 0.513],0.002581264619698852,[0.5204505 0.4795495]
124,2,19,1.0,[0.467 0.479],0.002160514428310068,[0.49761029 0.50238971]
125,2,19,2.0,[0.456 0.488],-0.21997686449393253,[0.02892873 0.97107127]
126,2,19,4.0,[0.446 0.496],-0.23823513149187595,[0.02773316 0.97226684]
127,2,19,8.0,[0.446 0.496],-0.2327933521432772,[0.02773333 0.97226667]
128,2,20,0.0625,[0.397 0.545],0.08470943206953914,[0.49675174 0.50324826]
129,2,20,0.125,[0.508 0.437],0.24737770202537782,[0.58985175 0.41014825]
130,2,20,0.25,[0.458 0.487],0.07451544127068134,[0.59939433 0.40060567]
131,2,20,0.5,[0.417 0.53 ],-0.0003445785667603223,[0.54793221 0.45206779]
132,2,20,1.0,[0.431 0.512],0.007283026977716924,[0.56252802 0.43747198]
133,2,20,2.0,[0.474 0.472],-0.21102052944177843,[0.02885711 0.97114289]
134,2,20,4.0,[0.446 0.496],-0.23823513149187595,[0.02773315 0.97226685]
135,2,20,8.0,[0.45  0.492],-0.24345672788865674,[0.02746667 0.97253333]
136,2,21,0.0625,[0.464 0.482],0.379769753133818,[0.63876936 0.36123064]
137,2,21,0.125,[0.496 0.45 ],0.31741363261084726,[0.64959948 0.35040052]
138,2,21,0.25,[0.462 0.483],0.042779458385747766,[0.56214248 0.43785752]
139,2,21,0.5,[0.407 0.538],0.011951707859719963,[0.57588761 0.42411239]
140,2,21,1.0,[0.448 0.496],-0.0026913189602583813,[0.64366844 0.35633156]
141,2,21,2.0,[0.466 0.479],-0.20471734056255572,[0.02987745 0.97012255]
142,2,21,4.0,[0.446 0.496],-0.2290346111446976,[0.02799999 0.97200001]
143,2,21,8.0,[0.464 0.48 ],-0.21137253897528446,[0.02799999 0.97200001]
144,2,22,0.0625,[0.424 0.521],0.2973944375545114,[0.45820096 0.54179904]
145,2,22,0.125,[0.512 0.431],0.27464551380665075,[0.619243 0.380757]
146,2,22,0.25,[0.454 0.492],0.04625338338324475,[0.58024565 0.41975435]
147,2,22,0.5,[0.458 0.487],0.021230117816243184,[0.57831984 0.42168016]
148,2,22,1.0,[0.467 0.479],0.0259482326829189,[0.59739812 0.40260188]
149,2,22,2.0,[0.474 0.472],-0.2019418009247231,[0.02868417 0.97131583]
150,2,22,4.0,[0.578 0.225],0.4304305144128232,[0.99522455 0.00477545]
151,2,22,8.0,[0.571 0.232],0.4407817295436853,[0.99626667 0.00373333]
152,2,23,0.0625,[0.446 0.5  ],0.23934397628275414,[0.46183602 0.53816398]
153,2,23,0.125,[0.517 0.427],0.2194383768206874,[0.60764065 0.39235935]
154,2,23,0.25,[0.458 0.487],0.030813950516914088,[0.56583265 0.43416735]
155,2,23,0.5,[0.458 0.487],0.011659282961115862,[0.56494812 0.43505188]
156,2,23,1.0,[0.47  0.475],0.007842710993569126,[0.60725351 0.39274649]
157,2,23,2.0,[0.571 0.232],0.4335440003397692,[0.99633001 0.00366999]
158,2,23,4.0,[0.464 0.48 ],-0.21137253897528446,[0.02799999 0.97200001]
159,2,23,8.0,[0.194 0.571],0.5389667341816412,[0.0016 0.9984]
160,2,24,0.0625,[0.467 0.479],0.10300756963841665,[0.51790645 0.48209355]
161,2,24,0.125,[0.559 0.387],0.27874720092632266,[0.63951854 0.36048146]
162,2,24,0.25,[0.446 0.5  ],0.01672373444908997,[0.55765251 0.44234749]
163,2,24,0.5,[0.439 0.509],0.012529124736460534,[0.53890183 0.46109817]
164,2,24,1.0,[0.527 0.407],-0.055009912432770494,[0.86355262 0.13644738]
165,2,24,2.0,[0.568 0.235],0.4380734302177617,[0.99653333 0.00346667]
166,2,24,4.0,[0.571 0.232],0.4407817295436853,[0.99626667 0.00373333]
167,2,24,8.0,[0.565 0.239],0.44460469781200834,[0.9968 0.0032]
168,2,25,0.0625,[0.454 0.492],0.23849470608841908,[0.54236496 0.45763504]
169,2,25,0.125,[0.533 0.41 ],0.20596135831336573,[0.58798042 0.41201958]
170,2,25,0.25,[0.479 0.467],0.016175962944405577,[0.54284432 0.45715568]
171,2,25,0.5,[0.45  0.496],0.00014145025430732723,[0.53616318 0.46383682]
172,2,25,1.0,[0.528 0.411],-0.08855361804146546,[0.89127489 0.10872511]
173,2,25,2.0,[0.568 0.235],0.4380734302177617,[0.99653333 0.00346667]
174,2,25,4.0,[0.561 0.242],0.4422068230612413,[0.99706667 0.00293333]
175,2,25,8.0,[0.568 0.235],0.4380734302177617,[0.99653333 0.00346667]
176,2,26,0.0625,[0.441 0.504],0.1570536313644334,[0.51709449 0.48290551]
177,2,26,0.125,[0.545 0.397],0.21154365480686513,[0.59814129 0.40185871]
178,2,26,0.25,[0.431 0.512],0.005236811972268015,[0.51085025 0.48914975]
179,2,26,0.5,[0.479 0.466],0.00912906505334818,[0.49489738 0.50510262]
180,2,26,1.0,[0.562 0.367],-0.0251477384903883,[0.79857859 0.20142141]
181,2,26,2.0,[0.565 0.239],0.44648767590641947,[0.99706667 0.00293333]
182,2,26,4.0,[0.561 0.242],0.4422068230612413,[0.99706667 0.00293333]
183,2,26,8.0,[0.561 0.242],0.4422068230612413,[0.99706667 0.00293333]
184,2,27,0.0625,[0.454 0.492],0.25097697484954995,[0.53733526 0.46266474]
185,2,27,0.125,[0.529 0.414],0.20028537128124763,[0.5942695 0.4057305]
186,2,27,0.25,[0.433 0.513],0.06608248510689417,[0.4023813 0.5976187]
187,2,27,0.5,[0.504 0.439],0.009221531782814483,[0.45605227 0.54394773]
188,2,27,1.0,[0.484 0.459],-0.15021848690225525,[0.93619062 0.06380938]
189,2,27,2.0,[0.561 0.242],0.4422068230612413,[0.99706667 0.00293333]
190,2,27,4.0,[0.576 0.209],0.43938206064072816,[0.9968 0.0032]
191,2,27,8.0,[0.561 0.242],0.44732111876187847,[0.99706667 0.00293333]
192,2,28,0.0625,[0.478 0.468],0.0021177171118171613,[0.49992491 0.50007509]
193,2,28,0.125,[0.541 0.4  ],0.2049351621900667,[0.59245984 0.40754016]
194,2,28,0.25,[0.513 0.433],0.014466784901048036,[0.54262434 0.45737566]
195,2,28,0.5,[0.444 0.5  ],-0.00015604473693075544,[0.53335991 0.46664009]
196,2,28,1.0,[0.484 0.46 ],-0.023406034637349336,[0.78017231 0.21982769]
197,2,28,2.0,[0.565 0.239],0.44460469781200834,[0.9968 0.0032]
198,2,28,4.0,[0.565 0.239],0.44609404844295386,[0.99706667 0.00293333]
199,2,28,8.0,[0.561 0.242],0.44706444829646375,[0.99706667 0.00293333]
200,2,29,0.0625,[0.491 0.455],0.016140328342658734,[0.50189271 0.49810729]
201,2,29,0.125,[0.504 0.441],0.12682952551852958,[0.56238505 0.43761495]
202,2,29,0.25,[0.45  0.496],0.05527523731207774,[0.41384067 0.58615933]
203,2,29,0.5,[0.444 0.5  ],-0.00019915645451769315,[0.54197017 0.45802983]
204,2,29,1.0,[0.519 0.415],-0.17255671134552794,[0.94163374 0.05836626]
205,2,29,2.0,[0.561 0.242],0.44893591800520033,[0.99733333 0.00266667]
206,2,29,4.0,[0.558 0.246],0.44422195830040095,[0.9976 0.0024]
207,2,29,8.0,[0.558 0.246],0.44469452785062186,[0.99733333 0.00266667]
208,2,30,0.0625,[0.496 0.452],0.015825451343488887,[0.5022875 0.4977125]
209,2,30,0.125,[0.479 0.466],0.06995731841467415,[0.55016413 0.44983587]
210,2,30,0.25,[0.458 0.487],0.05033014940263211,[0.41704965 0.58295035]
211,2,30,0.5,[0.525 0.417],0.006589059609090486,[0.48932893 0.51067107]
212,2,30,1.0,[0.507 0.427],-0.19697138871350878,[0.95287372 0.04712628]
213,2,30,2.0,[0.578 0.187],0.45413839878364987,[0.99786667 0.00213333]
214,2,30,4.0,[0.601 0.125],0.4515045972165546,[0.99786667 0.00213333]
215,2,30,8.0,[0.52  0.418],0.026476176148347182,[0.60131027 0.39868973]
216,2,31,0.0625,[0.518 0.432],0.010785267163089474,[0.49322074 0.50677926]
217,2,31,0.125,[0.496 0.448],0.047005123141658445,[0.51894768 0.48105232]
218,2,31,0.25,[0.496 0.446],0.00277000545589276,[0.51636716 0.48363284]
219,2,31,0.5,[0.504 0.441],0.008697325935085702,[0.5024352 0.4975648]
220,2,31,1.0,[0.454 0.492],-0.007039166795631043,[0.70355349 0.29644651]
221,2,31,2.0,[0.52  0.418],-0.23743042482744053,[0.97226366 0.02773634]
222,2,31,4.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
223,2,31,8.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
224,2,32,0.0625,[0.518 0.432],0.0719817737990323,[0.48046379 0.51953621]
225,2,32,0.125,[0.47  0.475],0.10053876615882464,[0.4277095 0.5722905]
226,2,32,0.25,[0.474 0.472],0.019505598507885455,[0.55119271 0.44880729]
227,2,32,0.5,[0.5   0.446],0.017170246758800006,[0.49630465 0.50369535]
228,2,32,1.0,[0.584 0.32 ],-0.18013103614939385,[0.95352255 0.04647745]
229,2,32,2.0,[0.436 0.504],-0.24453017721191467,[0.02720025 0.97279975]
230,2,32,4.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
231,2,32,8.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
232,2,33,0.0625,[0.513 0.435],0.27112257632184805,[0.4219906 0.5780094]
233,2,33,0.125,[0.479 0.467],0.1452287598000402,[0.4794417 0.5205583]
234,2,33,0.25,[0.448 0.496],0.008181996018170126,[0.48515126 0.51484874]
235,2,33,0.5,[0.533 0.41 ],0.019032293093167483,[0.48717222 0.51282778]
236,2,33,1.0,[0.522 0.404],-0.1988340465452379,[0.95889246 0.04110754]
237,2,33,2.0,[0.436 0.504],-0.24453017721191467,[0.02720016 0.97279984]
238,2,33,4.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
239,2,33,8.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
240,2,34,0.0625,[0.536 0.416],0.2145090704886724,[0.45109904 0.54890096]
241,2,34,0.125,[0.496 0.45 ],0.08157710000830974,[0.43730708 0.56269292]
242,2,34,0.25,[0.411 0.528],0.007178671451088015,[0.48161659 0.51838341]
243,2,34,0.5,[0.5   0.442],0.007411617173079069,[0.51209713 0.48790287]
244,2,34,1.0,[0.549 0.358],-0.2253725976083053,[0.96290322 0.03709678]
245,2,34,2.0,[0.594 0.129],0.4568785716096639,[0.99813462 0.00186538]
246,2,34,4.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
247,2,34,8.0,[0.161 0.583],0.5422409177144709,[0.0016 0.9984]
248,2,35,0.0625,[0.526 0.423],0.27808523297146154,[0.42246605 0.57753395]
249,2,35,0.125,[0.5   0.446],0.07549851967880875,[0.43794309 0.56205691]
250,2,35,0.25,[0.425 0.516],0.0029964670320197897,[0.49494475 0.50505525]
251,2,35,0.5,[0.504 0.439],0.01338162470814414,[0.52429262 0.47570738]
252,2,35,1.0,[0.547 0.367],-0.22542381312269863,[0.96547027 0.03452973]
253,2,35,2.0,[0.614 0.066],0.47607396421562964,[0.99866667 0.00133333]
254,2,35,4.0,[0.161 0.583],0.5422409177144709,[0.0016 0.9984]
255,2,35,8.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
256,2,36,0.0625,[0.539 0.41 ],0.29444391096774186,[0.40406198 0.59593802]
257,2,36,0.125,[0.487 0.459],0.09399925318098364,[0.42840452 0.57159548]
258,2,36,0.25,[0.442 0.5  ],0.007459851354116247,[0.47259871 0.52740129]
259,2,36,0.5,[0.517 0.43 ],0.0006245309384051483,[0.54599179 0.45400821]
260,2,36,1.0,[0.52  0.418],-0.23625880592150256,[0.96760958 0.03239042]
261,2,36,2.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
262,2,36,4.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
263,2,36,8.0,[0.161 0.583],0.5422409177144709,[0.0016 0.9984]
264,2,37,0.0625,[0.539 0.41 ],0.3406426080781681,[0.3611232 0.6388768]
265,2,37,0.125,[0.487 0.459],0.09589893737355036,[0.42498077 0.57501923]
266,2,37,0.25,[0.47  0.475],0.003537541529522947,[0.49189823 0.50810177]
267,2,37,0.5,[0.492 0.452],0.01630447363457491,[0.57866803 0.42133197]
268,2,37,1.0,[0.504 0.436],-0.25751001230724113,[0.96971387 0.03028613]
269,2,37,2.0,[0.194 0.571],0.5211047783868098,[0.00159995 0.99840005]
270,2,37,4.0,[0.131 0.591],0.5371304534510378,[0.00133333 0.99866667]
271,2,37,8.0,[0.131 0.591],0.5371304534510378,[0.00133333 0.99866667]
272,2,38,0.0625,[0.534 0.413],0.33356718454490053,[0.36355606 0.63644394]
273,2,38,0.125,[0.513 0.433],0.06901861219184005,[0.43620483 0.56379517]
274,2,38,0.25,[0.47  0.475],0.0016295895721610042,[0.51287758 0.48712242]
275,2,38,0.5,[0.508 0.437],0.013088572387344078,[0.53480678 0.46519322]
276,2,38,1.0,[0.601 0.125],0.39886530104225537,[0.9978667 0.0021333]
277,2,38,2.0,[0.19  0.575],0.5168112927945933,[0.00186667 0.99813333]
278,2,38,4.0,[0.161 0.583],0.5422409177144709,[0.0016 0.9984]
279,2,38,8.0,[0.194 0.571],0.5395726464870867,[0.0016 0.9984]
280,2,39,0.0625,[0.486 0.46 ],0.3212535120216154,[0.37885665 0.62114335]
281,2,39,0.125,[0.5   0.446],0.03462444786091167,[0.45488913 0.54511087]
282,2,39,0.25,[0.452 0.492],0.001895656334425791,[0.51467544 0.48532456]
283,2,39,0.5,[0.475 0.47 ],0.010211952391933418,[0.55638231 0.44361769]
284,2,39,1.0,[0.573 0.247],0.39054245613364474,[0.99499263 0.00500737]
285,2,39,2.0,[0.246 0.558],0.527222205904057,[0.0024 0.9976]
286,2,39,4.0,[0.187 0.578],0.5284529625704989,[0.00213333 0.99786667]
287,2,39,8.0,[0.164 0.58 ],0.5515340305884927,[0.00133333 0.99866667]
288,2,40,0.0625,[0.496 0.448],0.3170078996442872,[0.57905013 0.42094987]
289,2,40,0.125,[0.496 0.45 ],0.020377361239521646,[0.46853737 0.53146263]
290,2,40,0.25,[0.456 0.488],0.005136993118914986,[0.49517968 0.50482032]
291,2,40,0.5,[0.467 0.479],0.011029729498549204,[0.56981434 0.43018566]
292,2,40,1.0,[0.568 0.267],0.3710486073637036,[0.99440477 0.00559523]
293,2,40,2.0,[0.576 0.209],0.41849867128972346,[0.99706667 0.00293333]
294,2,40,4.0,[0.566 0.219],0.43100394122651137,[0.9976 0.0024]
295,2,40,8.0,[0.19  0.575],0.5335583951371652,[0.00186667 0.99813333]
296,2,41,0.0625,[0.561 0.39 ],0.32177614835484725,[0.38623049 0.61376951]
297,2,41,0.125,[0.508 0.437],0.020524040041494326,[0.47076861 0.52923139]
298,2,41,0.25,[0.47  0.475],0.005028614198318974,[0.4997875 0.5002125]
299,2,41,0.5,[0.471 0.475],0.009603135698405482,[0.58321112 0.41678888]
300,2,41,1.0,[0.587 0.2  ],0.41391693011684527,[0.99627279 0.00372721]
301,2,41,2.0,[0.59  0.156],0.45863717722812336,[0.99786667 0.00213333]
302,2,41,4.0,[0.573 0.212],0.42473855285643414,[0.99733333 0.00266667]
303,2,41,8.0,[0.576 0.209],0.4309942696764927,[0.99706667 0.00293333]
304,2,42,0.0625,[0.534 0.413],0.14879158378729523,[0.47504081 0.52495919]
305,2,42,0.125,[0.513 0.433],0.013127036311398789,[0.48081755 0.51918245]
306,2,42,0.25,[0.5   0.446],0.0038104427681703583,[0.51184354 0.48815646]
307,2,42,0.5,[0.521 0.424],0.006271100562553655,[0.6242701 0.3757299]
308,2,42,1.0,[0.587 0.2  ],0.4239177823979006,[0.99626645 0.00373355]
309,2,42,2.0,[0.558 0.246],0.424776402761197,[0.9976 0.0024]
310,2,42,4.0,[0.573 0.212],0.4528262369936969,[0.99733335 0.00266665]
311,2,42,8.0,[0.585 0.182],0.41796579812910034,[0.99733384 0.00266616]
312,2,43,0.0625,[0.523 0.429],0.33315882288294135,[0.39380638 0.60619362]
313,2,43,0.125,[0.513 0.433],0.009516854068198192,[0.48798374 0.51201626]
314,2,43,0.25,[0.513 0.433],0.003595395128317994,[0.51529574 0.48470426]
315,2,43,0.5,[0.475 0.471],0.007622944938853153,[0.62339143 0.37660857]
316,2,43,1.0,[0.475 0.47 ],0.027853576814892433,[0.58438746 0.41561254]
317,2,43,2.0,[0.59  0.156],0.45863717722812336,[0.99786667 0.00213333]
318,2,43,4.0,[0.573 0.212],0.426336844309538,[0.99733335 0.00266665]
319,2,43,8.0,[0.586 0.159],0.4588322049076612,[0.99813333 0.00186667]
320,2,44,0.0625,[0.561 0.39 ],0.33481372585769253,[0.40298963 0.59701037]
321,2,44,0.125,[0.532 0.407],0.19389328180024454,[0.40405691 0.59594309]
322,2,44,0.25,[0.475 0.47 ],0.02466835833619919,[0.52704941 0.47295059]
323,2,44,0.5,[0.483 0.462],0.019276584789769614,[0.61908294 0.38091706]
324,2,44,1.0,[0.573 0.212],0.4528262369936969,[0.99725846 0.00274154]
325,2,44,2.0,[0.593 0.154],0.4537868157299616,[0.99760001 0.00239999]
326,2,44,4.0,[0.581 0.185],0.44351732674441635,[0.99760002 0.00239998]
327,2,44,8.0,[0.59  0.156],0.45863717722812336,[0.99786667 0.00213333]
